frame	time	task	case
case_000_video_part_001/00032220.png	537.0	7	case_000
case_000_video_part_001/00032280.png	538.0	7	case_000
case_000_video_part_001/00032340.png	539.0	7	case_000
case_000_video_part_001/00032400.png	540.0	7	case_000
case_000_video_part_001/00032460.png	541.0	7	case_000
case_000_video_part_001/00032520.png	542.0	7	case_000
case_000_video_part_001/00032580.png	543.0	7	case_000
case_000_video_part_001/00032640.png	544.0	7	case_000
case_000_video_part_001/00032700.png	545.0	7	case_000
case_000_video_part_001/00032760.png	546.0	7	case_000
case_000_video_part_001/00032820.png	547.0	7	case_000
case_000_video_part_001/00032880.png	548.0	7	case_000
case_000_video_part_001/00032940.png	549.0	7	case_000
case_000_video_part_001/00033000.png	550.0	7	case_000
case_000_video_part_001/00033060.png	551.0	7	case_000
case_000_video_part_001/00033120.png	552.0	7	case_000
case_000_video_part_001/00033180.png	553.0	7	case_000
case_000_video_part_001/00033240.png	554.0	7	case_000
case_000_video_part_001/00033300.png	555.0	7	case_000
case_000_video_part_001/00033360.png	556.0	7	case_000
case_000_video_part_001/00033420.png	557.0	7	case_000
case_000_video_part_001/00033480.png	558.0	7	case_000
case_000_video_part_001/00033540.png	559.0	7	case_000
case_000_video_part_001/00033600.png	560.0	7	case_000
case_000_video_part_001/00033660.png	561.0	7	case_000
case_000_video_part_001/00033720.png	562.0	7	case_000
case_000_video_part_001/00033780.png	563.0	7	case_000
case_000_video_part_001/00033840.png	564.0	7	case_000
case_000_video_part_001/00033900.png	565.0	7	case_000
case_000_video_part_001/00033960.png	566.0	7	case_000
case_000_video_part_001/00034020.png	567.0	7	case_000
case_000_video_part_001/00034080.png	568.0	7	case_000
case_000_video_part_001/00034140.png	569.0	7	case_000
case_000_video_part_001/00034200.png	570.0	7	case_000
case_000_video_part_001/00034260.png	571.0	7	case_000
case_000_video_part_001/00034320.png	572.0	7	case_000
case_000_video_part_001/00034380.png	573.0	7	case_000
case_000_video_part_001/00034440.png	574.0	7	case_000
case_000_video_part_001/00034500.png	575.0	7	case_000
case_000_video_part_001/00034560.png	576.0	7	case_000
case_000_video_part_001/00034620.png	577.0	7	case_000
case_000_video_part_001/00034680.png	578.0	7	case_000
case_000_video_part_001/00034740.png	579.0	7	case_000
case_000_video_part_001/00034800.png	580.0	7	case_000
case_000_video_part_001/00034860.png	581.0	7	case_000
case_000_video_part_001/00034920.png	582.0	7	case_000
case_000_video_part_001/00034980.png	583.0	7	case_000
case_000_video_part_001/00035040.png	584.0	7	case_000
case_000_video_part_001/00035100.png	585.0	7	case_000
case_000_video_part_001/00035160.png	586.0	7	case_000
case_000_video_part_001/00035220.png	587.0	7	case_000
case_000_video_part_001/00035280.png	588.0	7	case_000
case_000_video_part_001/00035340.png	589.0	7	case_000
case_000_video_part_001/00035400.png	590.0	7	case_000
case_000_video_part_001/00035460.png	591.0	7	case_000
case_000_video_part_001/00035520.png	592.0	7	case_000
case_000_video_part_001/00035580.png	593.0	7	case_000
case_000_video_part_001/00035640.png	594.0	7	case_000
case_000_video_part_001/00035700.png	595.0	7	case_000
case_000_video_part_001/00035760.png	596.0	7	case_000
case_000_video_part_001/00035820.png	597.0	7	case_000
case_000_video_part_001/00035880.png	598.0	7	case_000
case_000_video_part_001/00035940.png	599.0	7	case_000
case_000_video_part_001/00036000.png	600.0	7	case_000
case_000_video_part_001/00036060.png	601.0	7	case_000
case_000_video_part_001/00036120.png	602.0	7	case_000
case_000_video_part_001/00036180.png	603.0	7	case_000
case_000_video_part_001/00036240.png	604.0	7	case_000
case_000_video_part_001/00036300.png	605.0	7	case_000
case_000_video_part_001/00036360.png	606.0	7	case_000
case_000_video_part_001/00036420.png	607.0	7	case_000
case_000_video_part_001/00036480.png	608.0	7	case_000
case_000_video_part_001/00036540.png	609.0	7	case_000
case_000_video_part_001/00036600.png	610.0	7	case_000
case_000_video_part_001/00036660.png	611.0	7	case_000
case_000_video_part_001/00036720.png	612.0	7	case_000
case_000_video_part_001/00036780.png	613.0	7	case_000
case_000_video_part_001/00036840.png	614.0	7	case_000
case_000_video_part_001/00036900.png	615.0	7	case_000
case_000_video_part_001/00036960.png	616.0	7	case_000
case_000_video_part_001/00037020.png	617.0	7	case_000
case_000_video_part_001/00037080.png	618.0	7	case_000
case_000_video_part_001/00037140.png	619.0	7	case_000
case_000_video_part_001/00037200.png	620.0	7	case_000
case_000_video_part_001/00037260.png	621.0	7	case_000
case_000_video_part_001/00037320.png	622.0	7	case_000
case_000_video_part_001/00037380.png	623.0	7	case_000
case_000_video_part_001/00037440.png	624.0	7	case_000
case_000_video_part_001/00037500.png	625.0	7	case_000
case_000_video_part_001/00037560.png	626.0	7	case_000
case_000_video_part_001/00037620.png	627.0	7	case_000
case_000_video_part_001/00037680.png	628.0	7	case_000
case_000_video_part_001/00037740.png	629.0	7	case_000
case_000_video_part_001/00037800.png	630.0	7	case_000
case_000_video_part_001/00037860.png	631.0	7	case_000
case_000_video_part_001/00037920.png	632.0	7	case_000
case_000_video_part_001/00037980.png	633.0	7	case_000
case_000_video_part_001/00038040.png	634.0	7	case_000
case_000_video_part_001/00038100.png	635.0	7	case_000
case_000_video_part_001/00038160.png	636.0	7	case_000
case_000_video_part_001/00038220.png	637.0	7	case_000
case_000_video_part_001/00038280.png	638.0	7	case_000
case_000_video_part_001/00038340.png	639.0	7	case_000
case_000_video_part_001/00038400.png	640.0	7	case_000
case_000_video_part_001/00038460.png	641.0	7	case_000
case_000_video_part_001/00038520.png	642.0	7	case_000
case_000_video_part_001/00038580.png	643.0	7	case_000
case_000_video_part_001/00038640.png	644.0	7	case_000
case_000_video_part_001/00038700.png	645.0	7	case_000
case_000_video_part_001/00038760.png	646.0	7	case_000
case_000_video_part_001/00038820.png	647.0	7	case_000
case_000_video_part_001/00038880.png	648.0	7	case_000
case_000_video_part_001/00038940.png	649.0	7	case_000
case_000_video_part_001/00039000.png	650.0	7	case_000
case_000_video_part_001/00039060.png	651.0	7	case_000
case_000_video_part_001/00039120.png	652.0	7	case_000
case_000_video_part_001/00039180.png	653.0	7	case_000
case_000_video_part_001/00039240.png	654.0	7	case_000
case_000_video_part_001/00039300.png	655.0	7	case_000
case_000_video_part_001/00039360.png	656.0	7	case_000
case_000_video_part_001/00039420.png	657.0	7	case_000
case_000_video_part_001/00039480.png	658.0	7	case_000
case_000_video_part_001/00039540.png	659.0	7	case_000
case_000_video_part_001/00039600.png	660.0	7	case_000
case_000_video_part_001/00039660.png	661.0	7	case_000
case_000_video_part_001/00039720.png	662.0	7	case_000
case_000_video_part_001/00039780.png	663.0	7	case_000
case_000_video_part_001/00039840.png	664.0	7	case_000
case_000_video_part_001/00039900.png	665.0	7	case_000
case_000_video_part_001/00039960.png	666.0	7	case_000
case_000_video_part_001/00040020.png	667.0	7	case_000
case_000_video_part_001/00040080.png	668.0	7	case_000
case_000_video_part_001/00040140.png	669.0	7	case_000
case_000_video_part_001/00040200.png	670.0	7	case_000
case_000_video_part_001/00040260.png	671.0	7	case_000
case_000_video_part_001/00040320.png	672.0	7	case_000
case_000_video_part_001/00040380.png	673.0	7	case_000
case_000_video_part_001/00040440.png	674.0	7	case_000
case_000_video_part_001/00040500.png	675.0	7	case_000
case_000_video_part_001/00040560.png	676.0	7	case_000
case_000_video_part_001/00040620.png	677.0	7	case_000
case_000_video_part_001/00040680.png	678.0	7	case_000
case_000_video_part_001/00040740.png	679.0	7	case_000
case_000_video_part_001/00040800.png	680.0	7	case_000
case_000_video_part_001/00040860.png	681.0	7	case_000
case_000_video_part_001/00040920.png	682.0	7	case_000
case_000_video_part_001/00040980.png	683.0	7	case_000
case_000_video_part_001/00041040.png	684.0	7	case_000
case_000_video_part_001/00041100.png	685.0	7	case_000
case_000_video_part_001/00041160.png	686.0	7	case_000
case_000_video_part_001/00041220.png	687.0	7	case_000
case_000_video_part_001/00041280.png	688.0	7	case_000
case_000_video_part_001/00041340.png	689.0	7	case_000
case_000_video_part_001/00041400.png	690.0	7	case_000
case_000_video_part_001/00041460.png	691.0	7	case_000
case_000_video_part_001/00041520.png	692.0	7	case_000
case_000_video_part_001/00041580.png	693.0	7	case_000
case_000_video_part_001/00041640.png	694.0	7	case_000
case_000_video_part_001/00041700.png	695.0	7	case_000
case_000_video_part_001/00041760.png	696.0	7	case_000
case_000_video_part_001/00041820.png	697.0	7	case_000
case_000_video_part_001/00041880.png	698.0	7	case_000
case_000_video_part_001/00041940.png	699.0	7	case_000
case_000_video_part_001/00042000.png	700.0	7	case_000
case_000_video_part_001/00042060.png	701.0	7	case_000
case_000_video_part_001/00042120.png	702.0	7	case_000
case_000_video_part_001/00042180.png	703.0	7	case_000
case_000_video_part_001/00042240.png	704.0	7	case_000
case_000_video_part_001/00042300.png	705.0	7	case_000
case_000_video_part_001/00042360.png	706.0	7	case_000
case_000_video_part_001/00042420.png	707.0	7	case_000
case_000_video_part_001/00042480.png	708.0	7	case_000
case_000_video_part_001/00042540.png	709.0	7	case_000
case_000_video_part_001/00042600.png	710.0	7	case_000
case_000_video_part_001/00042660.png	711.0	7	case_000
case_000_video_part_001/00042720.png	712.0	7	case_000
case_000_video_part_001/00042780.png	713.0	7	case_000
case_000_video_part_001/00042840.png	714.0	7	case_000
case_000_video_part_001/00042900.png	715.0	7	case_000
case_000_video_part_001/00042960.png	716.0	7	case_000
case_000_video_part_001/00043020.png	717.0	7	case_000
case_000_video_part_001/00043080.png	718.0	7	case_000
case_000_video_part_001/00043140.png	719.0	7	case_000
case_000_video_part_001/00043200.png	720.0	7	case_000
case_000_video_part_001/00043260.png	721.0	7	case_000
case_000_video_part_001/00043320.png	722.0	7	case_000
case_000_video_part_001/00043380.png	723.0	7	case_000
case_000_video_part_001/00043440.png	724.0	7	case_000
case_000_video_part_001/00043500.png	725.0	7	case_000
case_000_video_part_001/00043560.png	726.0	7	case_000
case_000_video_part_001/00043620.png	727.0	7	case_000
case_000_video_part_001/00043680.png	728.0	7	case_000
case_000_video_part_001/00043740.png	729.0	7	case_000
case_000_video_part_001/00043800.png	730.0	7	case_000
case_000_video_part_001/00043860.png	731.0	7	case_000
case_000_video_part_001/00043920.png	732.0	7	case_000
case_000_video_part_001/00043980.png	733.0	7	case_000
case_000_video_part_001/00044040.png	734.0	7	case_000
case_000_video_part_001/00044100.png	735.0	7	case_000
case_000_video_part_001/00044160.png	736.0	7	case_000
case_000_video_part_001/00044220.png	737.0	7	case_000
case_000_video_part_001/00044280.png	738.0	7	case_000
case_000_video_part_001/00044340.png	739.0	7	case_000
case_000_video_part_001/00044400.png	740.0	7	case_000
case_000_video_part_001/00044460.png	741.0	7	case_000
case_000_video_part_001/00044520.png	742.0	7	case_000
case_000_video_part_001/00044580.png	743.0	7	case_000
case_000_video_part_001/00044640.png	744.0	7	case_000
case_000_video_part_001/00044700.png	745.0	7	case_000
case_000_video_part_001/00044760.png	746.0	7	case_000
case_000_video_part_001/00044820.png	747.0	7	case_000
case_000_video_part_001/00044880.png	748.0	7	case_000
case_000_video_part_001/00044940.png	749.0	7	case_000
case_000_video_part_001/00045000.png	750.0	7	case_000
case_000_video_part_001/00045060.png	751.0	7	case_000
case_000_video_part_001/00045120.png	752.0	7	case_000
case_000_video_part_001/00045180.png	753.0	7	case_000
case_000_video_part_001/00045240.png	754.0	7	case_000
case_000_video_part_001/00045300.png	755.0	7	case_000
case_000_video_part_001/00045360.png	756.0	7	case_000
case_000_video_part_001/00045420.png	757.0	7	case_000
case_000_video_part_001/00045480.png	758.0	7	case_000
case_000_video_part_001/00045540.png	759.0	7	case_000
case_000_video_part_001/00045600.png	760.0	7	case_000
case_000_video_part_001/00045660.png	761.0	7	case_000
case_000_video_part_001/00045720.png	762.0	7	case_000
case_000_video_part_001/00045780.png	763.0	7	case_000
case_000_video_part_001/00045840.png	764.0	7	case_000
case_000_video_part_001/00045900.png	765.0	7	case_000
case_000_video_part_001/00045960.png	766.0	7	case_000
case_000_video_part_001/00046020.png	767.0	7	case_000
case_000_video_part_001/00046080.png	768.0	7	case_000
case_000_video_part_001/00046140.png	769.0	7	case_000
case_000_video_part_001/00046200.png	770.0	7	case_000
case_000_video_part_001/00046260.png	771.0	7	case_000
case_000_video_part_001/00046320.png	772.0	7	case_000
case_000_video_part_001/00046380.png	773.0	7	case_000
case_000_video_part_001/00046440.png	774.0	7	case_000
case_000_video_part_001/00046500.png	775.0	7	case_000
case_000_video_part_001/00046560.png	776.0	7	case_000
case_000_video_part_001/00046620.png	777.0	7	case_000
case_000_video_part_001/00046680.png	778.0	7	case_000
case_000_video_part_001/00046740.png	779.0	7	case_000
case_000_video_part_001/00046800.png	780.0	7	case_000
case_000_video_part_001/00046860.png	781.0	7	case_000
case_000_video_part_001/00046920.png	782.0	7	case_000
case_000_video_part_001/00046980.png	783.0	7	case_000
case_000_video_part_001/00047040.png	784.0	7	case_000
case_000_video_part_001/00047100.png	785.0	7	case_000
case_000_video_part_001/00047160.png	786.0	7	case_000
case_000_video_part_001/00047220.png	787.0	7	case_000
case_000_video_part_001/00047280.png	788.0	7	case_000
case_000_video_part_001/00047340.png	789.0	7	case_000
case_000_video_part_001/00047400.png	790.0	7	case_000
case_000_video_part_001/00047460.png	791.0	7	case_000
case_000_video_part_001/00047520.png	792.0	7	case_000
case_000_video_part_001/00047580.png	793.0	7	case_000
case_000_video_part_001/00047640.png	794.0	7	case_000
case_000_video_part_001/00047700.png	795.0	7	case_000
case_000_video_part_001/00047760.png	796.0	7	case_000
case_000_video_part_001/00047820.png	797.0	7	case_000
case_000_video_part_001/00047880.png	798.0	7	case_000
case_000_video_part_001/00047940.png	799.0	7	case_000
case_000_video_part_001/00048000.png	800.0	7	case_000
case_000_video_part_001/00048060.png	801.0	7	case_000
case_000_video_part_001/00048120.png	802.0	7	case_000
case_000_video_part_001/00048180.png	803.0	7	case_000
case_000_video_part_001/00048240.png	804.0	7	case_000
case_000_video_part_001/00048300.png	805.0	7	case_000
case_000_video_part_001/00048360.png	806.0	7	case_000
case_000_video_part_001/00048420.png	807.0	7	case_000
case_000_video_part_001/00048480.png	808.0	7	case_000
case_000_video_part_001/00048540.png	809.0	7	case_000
case_000_video_part_001/00048600.png	810.0	7	case_000
case_000_video_part_001/00048660.png	811.0	7	case_000
case_000_video_part_001/00048720.png	812.0	7	case_000
case_000_video_part_001/00048780.png	813.0	7	case_000
case_000_video_part_001/00048840.png	814.0	7	case_000
case_000_video_part_001/00048900.png	815.0	7	case_000
case_000_video_part_001/00048960.png	816.0	7	case_000
case_000_video_part_001/00049020.png	817.0	7	case_000
case_000_video_part_001/00049080.png	818.0	7	case_000
case_000_video_part_001/00049140.png	819.0	7	case_000
case_000_video_part_001/00049200.png	820.0	7	case_000
case_000_video_part_001/00049260.png	821.0	7	case_000
case_000_video_part_001/00049320.png	822.0	7	case_000
case_000_video_part_001/00049380.png	823.0	7	case_000
case_000_video_part_001/00049440.png	824.0	7	case_000
case_000_video_part_001/00049500.png	825.0	7	case_000
case_000_video_part_001/00049560.png	826.0	7	case_000
case_000_video_part_001/00049620.png	827.0	7	case_000
case_000_video_part_001/00049680.png	828.0	7	case_000
case_000_video_part_001/00049740.png	829.0	7	case_000
case_000_video_part_001/00049800.png	830.0	7	case_000
case_000_video_part_001/00049860.png	831.0	7	case_000
case_000_video_part_001/00049920.png	832.0	7	case_000
case_000_video_part_001/00049980.png	833.0	7	case_000
case_000_video_part_001/00050040.png	834.0	7	case_000
case_000_video_part_001/00050100.png	835.0	7	case_000
case_000_video_part_001/00050160.png	836.0	7	case_000
case_000_video_part_001/00050220.png	837.0	7	case_000
case_000_video_part_001/00050280.png	838.0	7	case_000
case_000_video_part_001/00050340.png	839.0	7	case_000
case_000_video_part_001/00050400.png	840.0	7	case_000
case_000_video_part_001/00050460.png	841.0	7	case_000
case_000_video_part_001/00050520.png	842.0	7	case_000
case_000_video_part_001/00050580.png	843.0	7	case_000
case_000_video_part_001/00050640.png	844.0	7	case_000
case_000_video_part_001/00050700.png	845.0	7	case_000
case_000_video_part_001/00050760.png	846.0	7	case_000
case_000_video_part_001/00050820.png	847.0	7	case_000
case_000_video_part_001/00050880.png	848.0	7	case_000
case_000_video_part_001/00050940.png	849.0	7	case_000
case_000_video_part_001/00051000.png	850.0	7	case_000
case_000_video_part_001/00051060.png	851.0	7	case_000
case_000_video_part_001/00051120.png	852.0	7	case_000
case_000_video_part_001/00051180.png	853.0	7	case_000
case_000_video_part_001/00051240.png	854.0	7	case_000
case_000_video_part_001/00051300.png	855.0	7	case_000
case_000_video_part_001/00051360.png	856.0	7	case_000
case_000_video_part_001/00051420.png	857.0	7	case_000
case_000_video_part_001/00051480.png	858.0	7	case_000
case_000_video_part_001/00051540.png	859.0	7	case_000
case_000_video_part_001/00051600.png	860.0	7	case_000
case_000_video_part_001/00051660.png	861.0	7	case_000
case_000_video_part_001/00051720.png	862.0	7	case_000
case_000_video_part_001/00051780.png	863.0	7	case_000
case_000_video_part_001/00051840.png	864.0	7	case_000
case_000_video_part_001/00051900.png	865.0	7	case_000
case_000_video_part_001/00051960.png	866.0	7	case_000
case_000_video_part_001/00052020.png	867.0	7	case_000
case_000_video_part_001/00052080.png	868.0	7	case_000
case_000_video_part_001/00052140.png	869.0	7	case_000
case_000_video_part_001/00052200.png	870.0	7	case_000
case_000_video_part_001/00052260.png	871.0	7	case_000
case_000_video_part_001/00052320.png	872.0	7	case_000
case_000_video_part_001/00052380.png	873.0	7	case_000
case_000_video_part_001/00052440.png	874.0	7	case_000
case_000_video_part_001/00052500.png	875.0	7	case_000
case_000_video_part_001/00052560.png	876.0	7	case_000
case_000_video_part_001/00052620.png	877.0	7	case_000
case_000_video_part_001/00052680.png	878.0	7	case_000
case_000_video_part_001/00052740.png	879.0	7	case_000
case_000_video_part_001/00052800.png	880.0	7	case_000
case_000_video_part_001/00052860.png	881.0	7	case_000
case_000_video_part_001/00052920.png	882.0	7	case_000
case_000_video_part_001/00052980.png	883.0	7	case_000
case_000_video_part_001/00053040.png	884.0	7	case_000
case_000_video_part_001/00053100.png	885.0	7	case_000
case_000_video_part_001/00053160.png	886.0	7	case_000
case_000_video_part_001/00053220.png	887.0	7	case_000
case_000_video_part_001/00053280.png	888.0	7	case_000
case_000_video_part_001/00053340.png	889.0	7	case_000
case_000_video_part_001/00053400.png	890.0	7	case_000
case_000_video_part_001/00053460.png	891.0	7	case_000
case_000_video_part_001/00053520.png	892.0	7	case_000
case_000_video_part_001/00053580.png	893.0	7	case_000
case_000_video_part_001/00053640.png	894.0	7	case_000
case_000_video_part_001/00053700.png	895.0	7	case_000
case_000_video_part_001/00053760.png	896.0	7	case_000
case_000_video_part_001/00053820.png	897.0	7	case_000
case_000_video_part_001/00053880.png	898.0	7	case_000
case_000_video_part_001/00053940.png	899.0	7	case_000
case_000_video_part_001/00054000.png	900.0	7	case_000
case_000_video_part_001/00054060.png	901.0	7	case_000
case_000_video_part_001/00054120.png	902.0	7	case_000
case_000_video_part_001/00054180.png	903.0	7	case_000
case_000_video_part_001/00054240.png	904.0	7	case_000
case_000_video_part_001/00054300.png	905.0	7	case_000
case_000_video_part_001/00054360.png	906.0	7	case_000
case_000_video_part_001/00054420.png	907.0	7	case_000
case_000_video_part_001/00054480.png	908.0	7	case_000
case_000_video_part_001/00054540.png	909.0	7	case_000
case_000_video_part_001/00054600.png	910.0	7	case_000
case_000_video_part_001/00054660.png	911.0	7	case_000
case_000_video_part_001/00054720.png	912.0	7	case_000
case_000_video_part_001/00054780.png	913.0	7	case_000
case_000_video_part_001/00054840.png	914.0	7	case_000
case_000_video_part_001/00054900.png	915.0	7	case_000
case_000_video_part_001/00054960.png	916.0	7	case_000
case_000_video_part_001/00055020.png	917.0	7	case_000
case_000_video_part_001/00055080.png	918.0	7	case_000
case_000_video_part_001/00055140.png	919.0	7	case_000
case_000_video_part_001/00055200.png	920.0	7	case_000
case_000_video_part_001/00055260.png	921.0	7	case_000
case_000_video_part_001/00055320.png	922.0	7	case_000
case_000_video_part_001/00055380.png	923.0	7	case_000
case_000_video_part_001/00055440.png	924.0	7	case_000
case_000_video_part_001/00055500.png	925.0	7	case_000
case_000_video_part_001/00055560.png	926.0	7	case_000
case_000_video_part_001/00055620.png	927.0	7	case_000
case_000_video_part_001/00055680.png	928.0	7	case_000
case_000_video_part_001/00055740.png	929.0	7	case_000
case_000_video_part_001/00055800.png	930.0	7	case_000
case_000_video_part_001/00055860.png	931.0	7	case_000
case_000_video_part_001/00055920.png	932.0	7	case_000
case_000_video_part_001/00055980.png	933.0	7	case_000
case_000_video_part_001/00056040.png	934.0	7	case_000
case_000_video_part_001/00056100.png	935.0	7	case_000
case_000_video_part_001/00056160.png	936.0	7	case_000
case_000_video_part_001/00056220.png	937.0	7	case_000
case_000_video_part_001/00056280.png	938.0	7	case_000
case_000_video_part_001/00056340.png	939.0	7	case_000
case_000_video_part_001/00056400.png	940.0	7	case_000
case_000_video_part_001/00056460.png	941.0	7	case_000
case_000_video_part_001/00056520.png	942.0	7	case_000
case_000_video_part_001/00056580.png	943.0	7	case_000
case_000_video_part_001/00056640.png	944.0	7	case_000
case_000_video_part_001/00056700.png	945.0	7	case_000
case_000_video_part_001/00056760.png	946.0	7	case_000
case_000_video_part_001/00056820.png	947.0	7	case_000
case_000_video_part_001/00056880.png	948.0	7	case_000
case_000_video_part_001/00056940.png	949.0	7	case_000
case_000_video_part_001/00057000.png	950.0	7	case_000
case_000_video_part_001/00057060.png	951.0	7	case_000
case_000_video_part_001/00057120.png	952.0	7	case_000
case_000_video_part_001/00057180.png	953.0	7	case_000
case_000_video_part_001/00057240.png	954.0	7	case_000
case_000_video_part_001/00057300.png	955.0	7	case_000
case_000_video_part_001/00057360.png	956.0	7	case_000
case_000_video_part_001/00057420.png	957.0	7	case_000
case_000_video_part_001/00057480.png	958.0	7	case_000
case_000_video_part_001/00057540.png	959.0	7	case_000
case_000_video_part_001/00057600.png	960.0	7	case_000
case_000_video_part_001/00057660.png	961.0	7	case_000
case_000_video_part_001/00057720.png	962.0	7	case_000
case_000_video_part_001/00057780.png	963.0	7	case_000
case_000_video_part_001/00057840.png	964.0	7	case_000
case_000_video_part_001/00057900.png	965.0	7	case_000
case_000_video_part_001/00057960.png	966.0	7	case_000
case_000_video_part_001/00058020.png	967.0	7	case_000
case_000_video_part_001/00058080.png	968.0	7	case_000
case_000_video_part_001/00058140.png	969.0	7	case_000
case_000_video_part_001/00058200.png	970.0	7	case_000
case_000_video_part_001/00058260.png	971.0	7	case_000
case_000_video_part_001/00058320.png	972.0	7	case_000
case_000_video_part_001/00058380.png	973.0	7	case_000
case_000_video_part_001/00058440.png	974.0	7	case_000
case_000_video_part_001/00058500.png	975.0	7	case_000
case_000_video_part_001/00058560.png	976.0	7	case_000
case_000_video_part_001/00058620.png	977.0	7	case_000
case_000_video_part_001/00058680.png	978.0	7	case_000
case_000_video_part_001/00058740.png	979.0	7	case_000
case_000_video_part_001/00058800.png	980.0	7	case_000
case_000_video_part_001/00058860.png	981.0	7	case_000
case_000_video_part_001/00058920.png	982.0	7	case_000
case_000_video_part_001/00058980.png	983.0	7	case_000
case_000_video_part_001/00059040.png	984.0	7	case_000
case_000_video_part_001/00059100.png	985.0	7	case_000
case_000_video_part_001/00059160.png	986.0	7	case_000
case_000_video_part_001/00059220.png	987.0	7	case_000
case_000_video_part_001/00059280.png	988.0	7	case_000
case_000_video_part_001/00059340.png	989.0	7	case_000
case_000_video_part_001/00059400.png	990.0	7	case_000
case_000_video_part_001/00059460.png	991.0	7	case_000
case_000_video_part_001/00059520.png	992.0	7	case_000
case_000_video_part_001/00059580.png	993.0	7	case_000
case_000_video_part_001/00059640.png	994.0	7	case_000
case_000_video_part_001/00059700.png	995.0	7	case_000
case_000_video_part_001/00059760.png	996.0	7	case_000
case_000_video_part_001/00059820.png	997.0	7	case_000
case_000_video_part_001/00059880.png	998.0	7	case_000
case_000_video_part_001/00059940.png	999.0	7	case_000
case_000_video_part_001/00060000.png	1000.0	7	case_000
case_000_video_part_001/00060060.png	1001.0	7	case_000
case_000_video_part_001/00060120.png	1002.0	7	case_000
case_000_video_part_001/00060180.png	1003.0	7	case_000
case_000_video_part_001/00060240.png	1004.0	7	case_000
case_000_video_part_001/00060300.png	1005.0	7	case_000
case_000_video_part_001/00060360.png	1006.0	7	case_000
case_000_video_part_001/00060420.png	1007.0	7	case_000
case_000_video_part_001/00060480.png	1008.0	7	case_000
case_000_video_part_001/00060540.png	1009.0	7	case_000
case_000_video_part_001/00060600.png	1010.0	7	case_000
case_000_video_part_001/00060660.png	1011.0	7	case_000
case_000_video_part_001/00060720.png	1012.0	7	case_000
case_000_video_part_001/00060780.png	1013.0	7	case_000
case_000_video_part_001/00060840.png	1014.0	7	case_000
case_000_video_part_001/00060900.png	1015.0	7	case_000
case_000_video_part_001/00060960.png	1016.0	7	case_000
case_000_video_part_001/00061020.png	1017.0	7	case_000
case_000_video_part_001/00061080.png	1018.0	7	case_000
case_000_video_part_001/00061140.png	1019.0	7	case_000
case_000_video_part_001/00061200.png	1020.0	7	case_000
case_000_video_part_001/00061260.png	1021.0	7	case_000
case_000_video_part_001/00061320.png	1022.0	7	case_000
case_000_video_part_001/00061380.png	1023.0	7	case_000
case_000_video_part_001/00061440.png	1024.0	7	case_000
case_000_video_part_001/00061500.png	1025.0	7	case_000
case_000_video_part_001/00061560.png	1026.0	7	case_000
case_000_video_part_001/00061620.png	1027.0	7	case_000
case_000_video_part_001/00061680.png	1028.0	7	case_000
case_000_video_part_001/00061740.png	1029.0	7	case_000
case_000_video_part_001/00061800.png	1030.0	7	case_000
case_000_video_part_001/00061860.png	1031.0	7	case_000
case_000_video_part_001/00061920.png	1032.0	7	case_000
case_000_video_part_001/00061980.png	1033.0	7	case_000
case_000_video_part_001/00062040.png	1034.0	7	case_000
case_000_video_part_001/00062100.png	1035.0	7	case_000
case_000_video_part_001/00062160.png	1036.0	7	case_000
case_000_video_part_001/00062220.png	1037.0	7	case_000
case_000_video_part_001/00062280.png	1038.0	7	case_000
case_000_video_part_001/00062340.png	1039.0	7	case_000
case_000_video_part_001/00062400.png	1040.0	7	case_000
case_000_video_part_001/00062460.png	1041.0	7	case_000
case_000_video_part_001/00062520.png	1042.0	7	case_000
case_000_video_part_001/00062580.png	1043.0	7	case_000
case_000_video_part_001/00062640.png	1044.0	7	case_000
case_000_video_part_001/00062700.png	1045.0	7	case_000
case_000_video_part_001/00062760.png	1046.0	7	case_000
case_000_video_part_001/00062820.png	1047.0	7	case_000
case_000_video_part_001/00062880.png	1048.0	7	case_000
case_000_video_part_001/00062940.png	1049.0	7	case_000
case_000_video_part_001/00063000.png	1050.0	7	case_000
case_000_video_part_001/00063060.png	1051.0	7	case_000
case_000_video_part_001/00063120.png	1052.0	7	case_000
case_000_video_part_001/00063180.png	1053.0	7	case_000
case_000_video_part_001/00063240.png	1054.0	7	case_000
case_000_video_part_001/00063300.png	1055.0	7	case_000
case_000_video_part_001/00063360.png	1056.0	7	case_000
case_000_video_part_001/00063420.png	1057.0	7	case_000
case_000_video_part_001/00063480.png	1058.0	7	case_000
case_000_video_part_001/00063540.png	1059.0	7	case_000
case_000_video_part_001/00063600.png	1060.0	7	case_000
case_000_video_part_001/00063660.png	1061.0	7	case_000
case_000_video_part_001/00063720.png	1062.0	7	case_000
case_000_video_part_001/00063780.png	1063.0	7	case_000
case_000_video_part_001/00063840.png	1064.0	7	case_000
case_000_video_part_001/00063900.png	1065.0	7	case_000
case_000_video_part_001/00063960.png	1066.0	7	case_000
case_000_video_part_001/00064020.png	1067.0	7	case_000
case_000_video_part_001/00064080.png	1068.0	7	case_000
case_000_video_part_001/00064140.png	1069.0	7	case_000
case_000_video_part_001/00064200.png	1070.0	7	case_000
case_000_video_part_001/00064260.png	1071.0	7	case_000
